#NOTE: most objects use renderer centroid position. collider or mesh centroid is used where no renderer is available, which is similar. otw we use transform.position which is not guaranteed to be the centroid. check comment col for notes.
#name,x,y,z,qx,qy,qz,qw,comment
Dresser_A_WithBooks (2),-10.117,1.43217,38.418,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
AirventilationGrid_B,18,3.985444,28,0.7071068,0,0,-0.7071068,
Urinal_Partition (2),-0.0006189523,2.170855,35.58613,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Laptop_2 (1),17.0435,2.050892,29.49037,-0.3967184,-0.5853329,-0.5853328,0.3967184,
Floor_12x4 (2),-0.5,0.9997301,-1.499999,0.7071068,0,0,-0.7071068,
WaterSprinklerPipe_3x (1),3,3.832861,8,0.7071068,0,0,-0.7071068,
CeilingLamp_Embed (31),-19.51186,3.995774,22.99568,0.7071068,0,0,-0.7071068,
Door_L,27.69482,2.2555,31.88068,0,0.3826835,0,0.9238796,
Door_R,27.88826,2.2555,32.89702,0,1,0,-4.371139E-08,
MetalCabinet_GridDoors (2),28.13566,2.194764,32.62,0,1,0,-4.371139E-08,
CeilingLamp_Embed (1),1.999137,3.995774,12.99568,0.7071068,0,0,-0.7071068,
Pencil,-8.283009,1.871049,27.73831,0.03439686,0.03652695,-0.07872605,0.995633,
Pen,-8.289679,1.856854,27.70937,-0.09550801,-0.006769333,-0.07515827,0.9925643,
Mug_WithPens (7),-8.30137,1.826337,27.72138,-0.7071068,0,0,0.7071068,
Lamp_SquareCeiling (13),22,3.99001,45,0.7071068,0,0,-0.7071068,
Lamp_SquareCeiling (2),3.5,3.99001,29,-0.7071068,0,0,0.7071068,
Pencil,11.40327,1.876048,30.24892,0.03439686,0.03652695,-0.07872605,0.995633,
Pen,11.3966,1.861854,30.21999,-0.09550801,-0.006769333,-0.07515827,0.9925643,
Mug_WithPens,11.38491,1.831337,30.232,-0.7071068,0,0,0.7071068,
TableScreen_C_Glass (2),-10.042,1.777055,33.861,-0.7071068,0,0,0.7071067,
Trashcan (3),16.891,1.191097,30.622,0.5,0.5,0.5,-0.5,
Lamp_SquareCeiling (3),3.5,3.99001,31,-0.7071068,0,0,0.7071068,
TableScreen_E (13),-9.5,1.527055,17,0.5,-0.5,-0.5,-0.5,
Floor_12x4 (5),-6.000001,0.9997301,23.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Urinal_Partition (1),-1.000619,2.170855,35.58613,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WindowBlinds_A (1),-0.5254821,3.338979,20.383,-0.5,-0.5,-0.5,0.5,
W_6x_DoorDouble,2,2.499939,-0.563241,0,1,0,-4.371139E-08,
Floor_12x4 (15),-10,3.99973,19.5,0.7071068,0,0,-0.7071068,
Floor_6x4 (1),-18.5,15.99973,30.5,-0.5,-0.5,-0.5,0.5,
W_2x_glass_B,4.5,2.5,22.558,-0.5,-0.5,-0.5,0.5,
Floor_4x2 (1),-18.72772,7.99973,20.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Lamp_SquareCeiling (11),9,3.99001,30,-0.7071068,0,0,0.7071068,
AirventilationGrid_B (6),2,3.985444,15,0.7071068,0,0,-0.7071068,
Lamp_SquareCeiling (5),0.5,3.99001,30,-0.7071068,0,0,0.7071068,
Hand_Paper (2),3.849915,2.706,28.603,-0.5,-0.5,-0.5,0.5,
W_Pilar_Small (1),20.5,2.5,47.5,0,0,0,1,
WaterSprinklerPipe_3x (2),3,3.832861,14,0.7071068,0,0,-0.7071068,
Elevator_Doors,-21,1,23,0,0.7071068,0,0.7071068,transform_position
W_3x_Elevator_Door,-21.02581,2.417888,23,0,0.7071068,0,0.7071068,
Elevator_Doors_Parent_Out,-21,1,23,0,0.7071068,0,0.7071068,transform_position
ElevatorDoor_L,-21.075,2.170058,22.63541,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
ElevatorDoor_R,-21.075,2.170058,23.36445,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
Elevator_Panel_Outside,-20.8896,2.094,23.928,0,0.7071068,0,0.7071068,
Elevator_CompleteOutside_Parent,-21,1,23,0,0.7071068,0,0.7071068,transform_position
PaintingSet_B,-19.175,4.787127,33.4855,0,1,0,-4.371139E-08,
AirventilationGrid_A,-10,3.947191,31,0.7071068,0,0,-0.7071068,
W_2x_glass_DoorDouble (1),16.5,2.5,41,0.7071068,0,0,-0.7071068,
W_Pilar_Large (10),18,2.5,41,0,0,0,1,
Door_Toilet_Parent,72,3.3,-1.600006,0,0.7071068,0,0.7071068,collider_centroid
Toilet_Door,37.09942,2.301155,35.51389,0,-0.7071068,-0.7071068,0,
Door_Toilet_ParentMain,37,1,35.5,0,0.7071068,0,0.7071068,transform_position
Elevator_Doors,-21,13,23,0,0.7071068,0,0.7071068,transform_position
W_3x_Elevator_Door,-21.02581,14.41789,23,0,0.7071068,0,0.7071068,
Elevator_Doors_Parent_Out,-21,13,23,0,0.7071068,0,0.7071068,transform_position
ElevatorDoor_L,-21.075,14.17006,22.63541,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
ElevatorDoor_R,-21.075,14.17006,23.36445,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
Elevator_Panel_Outside,-20.8896,14.094,23.928,0,0.7071068,0,0.7071068,
Elevator_CompleteOutside_Parent (5),-21,13,23,0,0.7071068,0,0.7071068,transform_position
Lamp_Fluorescent_C_Hang,-18.48044,6.35822,32.51624,-0.7071068,0,0,0.7071068,
Lamp_Fluorescent_C,-18.474,6.048091,32.51404,-0.7071068,0,0,0.7071068,
Airventilation_3x (7),-1.9925,3.813432,1,0.7071068,0,0,-0.7071068,
Painting_B,-10.20451,2.604739,9.635572,-0.7071068,0,0,0.7071068,
Table_Flag (1),17.63498,2.053224,29.65228,0.5,0.5000001,0.5,-0.5000001,
TableScreen_E (12),-11.5,1.527055,17,0.5,-0.5,-0.5,-0.5,
WaterSprinkler (8),1.497,3.936357,29.5,0.7071068,0,0,-0.7071068,
AirventilationGrid_A (13),1.5,3.947191,33,0.7071068,0,0,-0.7071068,
Lamp_SquareCeiling,6,3.99001,29,-0.7071068,0,0,0.7071068,
Plant_Inside_Large (3),22.63868,1.809964,28.68188,-0.6431616,-0.293842,-0.293842,0.6431617,
Trashcan_Metal (9),30.182,1.39499,39.619,0.7071068,0,0,-0.7071068,
W_1x (5),-21,6.5,27.4133,0,1,0,-4.371139E-08,
WaterSprinklerPipe_3x (4),3,3.832861,20,0.7071068,0,0,-0.7071068,
Floor_12x4 (20),-8.500002,3.99973,33.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Fan_Blades,25.80423,2.167939,28.86267,0.1673585,-0.6870162,-0.687016,-0.1673585,
FanTable,25.80181,2.084534,28.91135,0.1673585,-0.6870162,-0.687016,-0.1673585,
File_Papers,-13.1207,1.976646,17.78066,0.5117581,-0.4879587,-0.4879587,-0.5117581,
Pencil,-11.90427,1.824583,17.24833,-0.6925933,0.142529,0.1425289,0.6925933,
Folder02,-13.25379,1.9823,17.76575,5.960464E-08,0.6547008,-8.754432E-08,-0.7558882,
Mug,-11.92533,1.871337,17.86691,-0.7071068,0,0,0.7071068,
Paper02,-12.113,1.82439,17.266,0.1444424,0.6921968,0.6921968,-0.1444423,
Pen,-12.9962,1.827886,17.29965,-0.6914414,-0.1480163,-0.1480162,0.6914414,
Phone,-11.82659,1.860438,17.66749,0.09747257,0.7003565,0.7003564,-0.09747257,
TableWooden_B (1),-12.5,1.410632,17.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
FolderHolder,-12.675,1.986543,17.804,-0.6720012,0.2200327,0.2200327,0.6720012,
Chair_LeatherOffice,-12.78893,1.652415,16.49851,0.6381997,-0.3044688,-0.3044687,-0.6381997,
Laptop_1,-12.59026,1.968397,17.37468,-0.04901418,0.7054061,0.7054059,0.04901417,
FolderHolder_WithFiles,-13.247,1.986543,17.767,0.5415114,0.4547148,0.4547147,-0.5415114,
Paper01,-12.247,1.82439,17.565,-0.01454232,0.7069573,0.7069572,0.01454227,
FileFolder,-12.94145,1.855,17.78687,0.1212858,-0.121286,-0.6966274,0.6966274,
Folder01,-13.20898,1.985366,17.76145,-0.007637829,-0.6218647,-0.0108557,0.7830124,
TableWooden_B_WithProps_E,-12.5,1,17.5,0,0,0,1,transform_position
Floor_6x3 (2),30,0.9997299,44,-0.5000001,0.5,0.5,0.5000001,
Painting_D,3.395527,2.641,14.247,-0.5,-0.5,-0.5,0.5,
AirventilationGrid_B (3),23,3.985444,39,0.7071068,0,0,-0.7071068,
Toilet_Partition_Tile,32.4511,2.350385,34.56164,0.7071068,0,0,-0.7071068,
Floor_6x3,22,0.9997299,53.5,-0.5,-0.5,-0.5,0.5,
Laptop_1 (1),-8.032887,1.923397,28.42005,-0.5348243,0.4625614,0.4625613,0.5348243,
Toilet_Partition_End,37.85,2.350385,34.55612,-0.7071068,0,0,0.7071068,
W_6x_Window_Large_B,-0.43695,2.5,12.5,0,0.7071068,0,0.7071068,
Box_Black (3),-12.244,1.990999,38.49,0.7011594,-0.09151767,-0.09151764,-0.7011594,
Pen (2),-4.327534,1.778918,33.67551,-0.7071068,0,0,0.7071068,
W_6x_Window_Large_B (1),-0.43695,2.5,18.5,0,0.7071068,0,0.7071068,
W_3x (2),6,2.5,36.4133,0,1,0,-4.371139E-08,
Floor_6x3 (2),12,0.9997299,30.5,-0.5,-0.5,-0.5,0.5,
W_6x_Window_Small (1),-15.93695,2.5,12.5,0,0.7071068,0,0.7071068,
Lamp_SquareCeiling (14),31,3.99001,39.5,0.7071068,0,0,-0.7071068,
CardboardBox01 (2),19.83483,1.450518,29.642,-0.7071068,0,0,0.7071068,
CardboardBox01 (1),28.114,2.926827,32.517,-0.7071068,0,0,0.7071068,
Floor_12x4,-10,0.9997301,11.5,0.7071068,0,0,-0.7071068,
Door_MetalDark,0.4939835,2.148414,4.513182,0,-0.7071068,-0.7071068,0,
Door_MetalDark_Parent,4.5,3.15,4,0,0.7071068,0,0.7071068,collider_centroid
Door_MetalDark_ParentMain,0.5,1,4.5,0,0.7071068,0,0.7071068,transform_position
Chair_Wood (6),25.39741,1.499696,25.65665,0.4672637,0.5307209,0.5307208,-0.4672638,
CardboardBox01 (2),22.20029,2.688827,33.29225,5.960464E-08,-0.7071068,-0.7071068,-5.960464E-08,
PaperBag01 (4),22.11413,2.744133,34.13984,-0.6749231,-0.2109004,-0.2109003,0.6749231,
PaperBag01 (2),22.15123,1.778133,33.23461,-0.6961197,-0.1241666,-0.1241666,0.6961197,
CardboardBox01 (1),22.20029,1.726827,33.63225,-0.4951159,0.5048369,0.5048369,0.4951159,
PaperBag01 (5),22.10284,3.226233,33.79983,0.3740388,-0.6000792,-0.6000791,-0.3740388,
CardboardBox01 (3),22.20029,2.688827,33.76825,-0.7069384,-0.01543373,-0.01543367,0.7069384,
PaperBag01,22.103,2.261033,34.08221,-0.4256014,-0.56468,-0.56468,0.4256014,
PaperBag01 (6),22.103,3.226233,34.08221,-0.4256014,-0.56468,-0.56468,0.4256014,
CardboardBox01,22.20029,2.209727,33.39425,-0.4586143,-0.5382127,-0.5382127,0.4586143,
PaperBag01 (1),22.1025,2.261033,33.8009,-0.2386705,-0.6656098,-0.6656098,0.2386705,
CardboardBox01 (4),22.20029,3.174927,33.39425,0.1574613,-0.6893518,-0.6893518,-0.1574613,
PaperBag01 (3),22.10339,1.778133,34.13227,-0.524425,0.474319,0.474319,0.524425,
MetalShelf_Open_WithProps (1),22.188,2.317118,33.694,-0.5,-0.5,-0.5,0.5,
W_6x (43),37.5,2.5,39.9133,0,1,0,-4.371139E-08,
Trashcan (6),-2.883,1.191097,31.146,0.5,0.5,0.5,-0.5,
W_6x_Door,-9.5,2.499939,21.43676,0,1,0,-4.371139E-08,
Couch_1seat (5),2.923131,1.476837,14.33384,-0.5,-0.5,-0.5,0.5,
W_Pilar_Large,10,2.5,22,0,0,0,1,
Box_Black (2),27.897,1.302043,33.687,-0.5365869,-0.4605155,-0.4605156,0.5365869,
Floor_6x3 (5),6,3.99973,30.5,-0.5,-0.5,-0.5,0.5,
Elevator_Doors,-21,5,23,0,0.7071068,0,0.7071068,transform_position
W_3x_Elevator_Door,-21.02581,6.417888,23,0,0.7071068,0,0.7071068,
Elevator_Doors_Parent_Out,-21,5,23,0,0.7071068,0,0.7071068,transform_position
ElevatorDoor_L,-21.075,6.170059,22.63541,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
ElevatorDoor_R,-21.075,6.170059,23.36445,1.545431E-08,0.7071068,-1.545431E-08,0.7071068,
Elevator_Panel_Outside,-20.8896,6.094,23.928,0,0.7071068,0,0.7071068,
Elevator_CompleteOutside_Parent (3),-21,5,23,0,0.7071068,0,0.7071068,transform_position
Cell_Bars_Large,21.99614,2.249697,50.48421,0.7071068,0,0,-0.7071068,
Lamp_SquareCeiling (14),7,3.99001,34,-0.7071068,0,0,0.7071068,
W_6x_Window_Small,26,2.5,29.56305,0,0,0,1,
W_6x (30),13.4133,2.5,30.5,0,0.7071068,0,-0.7071068,
Mug,26.41,1.826337,26.929,-0.7071068,0,0,0.7071068,
TableScreen_E (3),-4.5,1.527055,18,0.7071068,0,0,-0.7071068,
CeilingLamp_Embed (26),-13.49786,3.995774,25.99568,0.7071068,0,0,-0.7071068,
CeilingLamp_Embed (5),-7.489863,3.995774,11.98768,0.7071068,0,0,-0.7071068,
Files_Drawer (9),-9.495,2.255848,38.512,1.152023E-07,0.7071067,0.7071068,-1.152023E-07,
Airventilation_3x (3),-14,3.813432,31.4925,0.5,-0.5,-0.5,-0.5,
AirventilationGrid_A (18),-18.497,3.947191,24,0.7071068,0,0,-0.7071068,
W_2x_glass_Door (1),-5.5,2.499827,27.50022,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
W_3x (13),-14,2.5,21.5867,0,0,0,1,
Box_Cardboard (3),-2.886,1.866704,31.334,-0.6974473,0.1164787,0.1164787,0.6974473,
W_2x_glass_DoorDouble (3),-3,2.5,4.5,0.7071068,0,0,-0.7071068,
Water_Dispenser,8.098643,1.844218,21.97076,0.7071068,0,0,-0.7071068,
Water_DispenserMUG,8.092035,1.618604,22.10726,0.7071068,0,0,-0.7071068,
Water_Dispenser,8.097,1,21.963,0,0,0,1,transform_position
Table_Flag (5),-4.235,1.90919,33.02888,0.5,0.5000001,0.5,-0.5000001,
W_6x (42),37.5,2.5,33.5867,0,0,0,1,
Couch_1seat,2.923131,1.476837,18.90769,-0.5,-0.5,-0.5,0.5,
AirventilationGrid_A (15),-12.485,3.947191,25,0.7071068,0,0,-0.7071068,
TableScreen_C_Glass,-9.015,1.777055,32.656,-0.5,-0.5,-0.5,0.5,
Lamp_SquareCeiling (5),-1.769,3.99001,15,0.7071068,0,0,-0.7071068,
CeilingLamp_Embed (41),-17.48786,15.99077,25.99568,0.7071068,0,0,-0.7071068,
CardboardBox01,28.114,1.272827,32.324,-0.7071068,0,0,0.7071068,
Drawer_C,-14.18582,1.159876,29.55952,0.5,-0.5,-0.5,-0.5,
Drawer_B,-14.13782,1.40469,29.55952,0.5,-0.5,-0.5,-0.5,
Drawer_A,-14.04482,1.65904,29.55952,0.5,-0.5,-0.5,-0.5,
Metal_Drawer_SeparateDrawers (3),-14.19879,1.409585,29.56,0.5,-0.5,-0.5,-0.5,
Paper02,-2.6261,2.534988,31.624,0.7071068,-0.7071068,-3.090862E-08,3.090862E-08,
Paper,-2.6261,2.761988,31.875,-0.7058659,0.7058658,-0.04187429,-0.04187439,
Sticker03,-2.6261,2.49859,31.346,0,1,0,-4.371139E-08,
Sticker01,-2.6261,2.922474,31.33567,3.350719E-08,0.9897122,0.1430729,-4.705644E-08,
Sticker02,-2.6261,2.894763,31.60108,-6.578001E-10,0.9999615,0.00878174,-6.027007E-08,
CorkBoard (2),-2.6261,2.672988,31.663,0,1,0,-4.371139E-08,
Lamp_Fluorescent_A_Hang,17.17576,3.805544,24.91356,-0.5,-0.5,-0.5,0.5,
Lamp_Fluorescent_A,17.178,3.561116,24.92,-0.5,-0.5,-0.5,0.5,
Keyboard,26.46122,1.787159,26.20967,-0.5073462,0.4925443,0.4925442,0.5073463,
AirventilationGrid_B (2),18,3.985444,39,0.7071068,0,0,-0.7071068,
AirventilationGrid_A (2),20,3.947191,35,0.7071068,0,0,-0.7071068,
WaterSprinklerPipe_3x (2),5,3.832861,29.5,0.7071068,0,0,-0.7071068,
Floor_6x3 (3),12,3.99973,30.5,-0.5,-0.5,-0.5,0.5,
WindowBlinds_D (2),11.904,2.738186,22.62078,-0.7071068,0,0,0.7071067,
W_6x_DoorWindow_Large,7.5,2.499939,27.43676,0,1,0,-4.371139E-08,
Pipe_Holder,-19.48027,6.507584,31.62998,-0.5,-0.5,-0.5,0.5,
PipeLargeCeiling2x (1),-19.48637,6.485744,31.63,-0.5,-0.5,-0.5,0.5,
Door_L,-15.11933,2.255501,10.11774,0,0.7071068,0,-0.7071068,
Door_R,-14.56998,2.2555,10.11774,0,0.7071068,0,-0.7071068,
MetalCabinet_GridDoors,-14.847,2.194764,9.870344,0,0.7071068,0,-0.7071068,
W_6x_Window_Small (3),-16.06305,2.5,12.5,0,0.7071068,0,-0.7071068,
Bottle,28.08303,2.621137,34.2657,-0.2370738,-0.6661801,-0.6661803,0.2370737,
CeilingLamp_Embed (3),1.999137,3.995774,19.99568,0.7071068,0,0,-0.7071068,
Floor_12x4 (6),10.5,0.9997301,23.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Floor_12x4,-0.5,0.9997301,7.500001,-0.7071068,0,0,0.7071068,
Toilet (6),-1.591148,1.581625,31.95,0.5,-0.5,-0.5,-0.5,
Airventilation_3x (4),14.5,3.813432,32.5075,-0.5,-0.5,-0.5,0.5,
TableScreen_C (1),18.5,1.527055,34.5,0.5,-0.5,-0.5,-0.5,
Floor_6x3 (8),-16.5,8.999729,24.5,-0.5,-0.5,-0.5,0.5,
CeilingLamp_Embed,1.999137,3.995774,9.995681,0.7071068,0,0,-0.7071068,
AirventilationGrid_B (4),23,3.985444,43,0.7071068,0,0,-0.7071068,
W_Pilar_Large (2),16.5,2.5,22.5,0,0,0,1,
AirventilationGrid_B (1),-18.487,7.984904,24.004,0.7071068,0,0,-0.7071068,
TableScreen_C_Glass (4),-3.84,1.777055,33.173,0.7071068,0,0,-0.7071068,
WaterSprinkler (9),1.497,3.936357,34.5,0.7071068,0,0,-0.7071068,
Lamp_SquareCeiling (7),2.5,3.99001,33,-0.7071068,0,0,0.7071068,
Trashcan_Metal,5,1.39499,22,0.7071068,0,0,-0.7071068,
W_Pilar_Large (5),23,2.5,22.5,0,0,0,1,
AirventilationGrid_A (9),-13.5,3.947191,11,0.7071068,0,0,-0.7071068,
Cart,5.127,1.26607,33.951,-0.7071068,0,0,0.7071068,
Painting_Pic,-5.883,2.63,21.36177,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Floor_12x4 (21),22.5,3.99973,23.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Airventilation_3x (6),0.5,3.813432,20.5075,-0.5,-0.5,-0.5,0.5,
WindowBlinds_A,-0.5254821,3.070987,18.492,-0.5,-0.5,-0.5,0.5,
Floor_6x2,3.260795,0.9997299,24.5,0.5,-0.5,-0.5,-0.5,
Phone (1),17.17488,1.941437,29.98763,-0.4508055,-0.5447701,-0.54477,0.4508055,
MousePad (5),-3.311617,1.771434,37.60148,-0.6774499,0.2026366,0.2026366,0.6774499,
W_Pilar_Large (20),-16,2.5,9.5,0,0,0,1,
Chair_Wood (2),5.02,1.499696,30.863,-0.5,-0.5,-0.5,0.5,
Couch_1seat (18),-18.67416,1.476838,21.24787,-0.7071068,0,0,0.7071068,
W_6x (25),4.586702,2.5,6,0,0.7071068,0,0.7071068,
WaterSprinkler (5),-8,3.936357,24.5,0.7071068,0,0,-0.7071068,
Books,-1.987774,1.649673,20.63872,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
FileFolder,-1.600774,1.649738,20.67241,0.05993104,0.7045625,0.7045625,-0.05993106,
Books (1),-1.008773,1.649673,20.63872,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
FileFolder (1),-1.418774,1.649738,20.65241,0.05993104,0.7045625,0.7045625,-0.05993106,
Dresser_A_WithBooks,-1.499,1.43217,20.923,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Hand_Paper (1),37.45232,2.724,39.378,-0.5,-0.5,-0.5,0.5,
Toilet_Partition_Tile (2),35.4511,2.350385,34.56164,0.7071068,0,0,-0.7071068,
CardboardBox01 (2),-13.87259,2.688827,9.898711,-0.5030727,-0.4969084,-0.4969084,0.5030727,
PaperBag01 (4),-13.02501,2.744133,9.984868,-0.6263717,0.3281136,0.3281136,0.6263717,
PaperBag01 (2),-13.93023,1.778133,9.947768,-0.5800301,0.4044319,0.4044319,0.5800301,
CardboardBox01 (1),-13.53259,1.726827,9.898711,0.006873771,0.7070735,0.7070735,-0.006873835,
PaperBag01 (5),-13.36501,3.226233,9.996162,-0.1598346,-0.6888055,-0.6888054,0.1598347,
CardboardBox01 (3),-13.39659,2.688827,9.898711,-0.5107942,0.4889676,0.4889677,0.5107942,
PaperBag01,-13.08264,2.261033,9.995994,-0.7002347,-0.09834345,-0.09834342,0.7002347,
PaperBag01 (6),-13.08264,3.226233,9.995994,-0.7002347,-0.09834345,-0.09834342,0.7002347,
CardboardBox01,-13.77059,2.209727,9.898711,-0.7048632,-0.05628449,-0.05628449,0.7048632,
PaperBag01 (1),-13.36394,2.261033,9.996503,-0.6394228,-0.3018918,-0.3018918,0.6394228,
CardboardBox01 (4),-13.77059,3.174927,9.898711,-0.3761035,-0.5987873,-0.5987873,0.3761035,
PaperBag01 (3),-13.03257,1.778133,9.995608,-0.03543029,0.7062187,0.7062187,0.03543029,
MetalShelf_Open_WithProps,-13.47084,2.317118,9.911,-0.7071068,0,0,0.7071068,
Urinal (2),31.214,1.984274,33.81799,-0.7071068,0,0,0.7071068,
Toilet_Partition_End (1),2.15,2.350385,34.94388,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Floor_12x1 (4),14,3.99973,45.5,-0.5,-0.5,-0.5,0.5,
TableWooden_B (2),-4.5,1.410632,17.5,0,0.7071068,0.7071068,0,
File_Papers,-5.075556,1.8592,17.27116,0,0.979936,0,0.199313,
Plant_Inside_Small,-3.759978,2.443264,17.568,0.5000001,0.5000001,0.5000001,-0.5000001,
PaperBag01,-4.048294,1.996133,17.53248,0.6859275,0.1717657,0.1717657,-0.6859276,
MousePad (1),-4.215167,1.82098,17.18212,0.005441487,0.707086,0.7070859,-0.005441368,
Mouse (1),-4.232452,1.837095,17.32952,-0.09617099,0.7005364,0.7005364,0.09617108,
PC (1),-3.756001,2.058,17.488,-0.004751086,0.7070909,0.7070909,0.004751116,
Keyboard (1),-4.596261,1.832159,17.36565,-0.0003586411,0.7071068,0.7071068,0.0003586411,
LCD_Screen_2,-4.583945,2.074962,17.49649,-0.01015368,0.707034,0.7070339,0.0101538,
Chair_LeatherOffice,-4.546763,1.658415,16.92645,-0.7071048,-0.001698017,-0.001698107,0.7071049,
FanTable (1),-5.172974,2.044433,17.575,0.09135002,-0.7011814,-0.7011813,-0.09135026,
Fan_Blades,-5.176689,2.127838,17.51508,0.09135002,-0.7011814,-0.7011813,-0.09135026,
TableWooden_B_WithProps_A,-4.5,1,17.5,0,0.7071068,0,-0.7071068,transform_position
Floor_6x3 (17),-19.5,15.99973,24.5,-0.5,-0.5,-0.5,0.5,
WaterSprinklerPipe_3x (17),-7.5,3.832861,22.25,-0.5,-0.5,-0.5,0.5,
Painting_Diploma,25.93703,2.623953,23.01123,0.7071068,0,0,-0.7071068,
W_6x_Window_MiniDouble (3),18.06305,2.5,44,0,0.7071068,0,0.7071068,
TableScreen_E (9),-11.5,1.527055,13.5,0.5,-0.5,-0.5,-0.5,
CardboardBox01 (4),28.05,1.927827,33.479,-0.4402706,-0.5533189,-0.5533189,0.4402706,
Keyboard (3),-3.357708,1.785259,33.91572,-0.6602994,-0.2529918,-0.2529917,0.6602994,
Books,-12.28977,1.649673,38.13371,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
FileFolder,-11.90277,1.649738,38.16742,0.05993104,0.7045625,0.7045625,-0.05993106,
Books (1),-11.475,1.649673,38.134,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
FileFolder (1),-11.113,1.649738,38.147,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Dresser_A_WithBooks (3),-11.801,1.43217,38.418,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Door_MetalDark,22.50602,2.148414,26.48682,-0.7071068,-2.869603E-08,-2.869603E-08,0.7071068,
Door_MetalDark_Parent,-3.5,3.15,49,0,0.7071068,0,-0.7071068,collider_centroid
Door_MetalDark_ParentMain,23,1,26,0,1,0,-4.371139E-08,transform_position
Lamp_SquareCeiling (2),-18.499,6.59261,33.041,-0.7071068,0,0,0.7071068,
W_1x (7),-21,14.5,27.4133,0,1,0,-4.371139E-08,
W_Pilar_Large (3),4,2.5,9,0,0,0,1,
Couch_1seat,-17.39301,13.47684,21.28736,0.699829,0.1011897,0.1011897,-0.6998291,
W_6x (27),6.5,2.5,21.4133,0,1,0,-4.371139E-08,
W_Pilar_Large (3),10.5,2.5,22.5,0,0,0,1,
Lamp_SquareCeiling (1),-17.145,6.59261,33.041,-0.7071068,0,0,0.7071068,
W_Pilar_Large (22),-15,2.5,27.5,0,0,0,1,
Floor_12x4 (3),-2.221588,0.9997299,15.5,0.5,-0.5,-0.5,-0.5,
Airventilation_3x (12),23,3.813432,54.9925,0.5,-0.5,-0.5,-0.5,
Lamp_Fluorescent_C_Hang,-18.48044,10.34222,32.51624,-0.7071068,0,0,0.7071068,
Lamp_Fluorescent_C (1),-18.474,10.03209,32.51404,-0.7071068,0,0,0.7071068,
Couch_1seat (9),18.60729,1.476837,43.61758,0.4982561,-0.5017379,-0.5017377,-0.4982563,
MousePad (1),21.38018,1.902014,29.27958,-0.7071068,0,0,0.7071068,
AirventilationGrid_A (7),-6.5,3.947191,20,0.7071068,0,0,-0.7071068,
W_Pilar_Large (21),-9,2.5,27.5,0,0,0,1,
Airventilation_3x (3),0.5,3.813432,11.5075,-0.5,-0.5,-0.5,0.5,
Table_Flag (4),-7.285999,1.90919,33.67488,0.5,0.5000001,0.5,-0.5000001,
Fan_Blades,-8.69289,2.074838,32.14741,0.6084018,-0.3603432,-0.3603432,-0.6084018,
Table_DrawerSmall,-8.552637,1.385531,31.87904,0.5000001,0.5000001,0.5000001,-0.5000001,
Folder02 (3),-7.281389,1.793959,33.40549,-0.6960959,0.1243004,0.1243004,0.6960959,
Trashcan (4),-8.724422,1.191097,31.34931,0.5000001,0.5000001,0.5000001,-0.5000001,
FanTable (2),-8.74021,1.991433,32.1431,0.6084018,-0.3603432,-0.3603432,-0.6084018,
Table_Drawer,-7.142212,1.385484,33.42818,0.5000001,0.5000001,0.5000001,-0.5000001,
Chair_LeatherOffice (1),-7.688238,1.652415,32.54773,0.6020886,0.3707956,0.3707955,-0.6020887,
Plant_Inside_Small (2),-8.696292,1.917297,31.71106,-0.7071068,0,0,0.7071068,
Folder02 (2),-7.642351,1.793475,33.50736,-0.6996011,-0.1027543,-0.1027542,0.6996011,
LCD_Screen_1,-8.584513,1.998925,33.47298,-0.3041458,0.6383538,0.6383537,0.3041458,
Keyboard (5),-8.178478,1.773159,33.15,0.2705981,-0.6532815,-0.6532815,-0.2705981,
Table_Main,-8.12273,1.385551,32.99973,0.5000001,0.5000001,0.5000001,-0.5000001,
